,Status
543,True
544,True
545,True
546,True
547,True
548,False
549,True
550,True
551,True
552,True
553,True
554,True
555,True
556,False
557,False
558,True
559,True
560,False
561,True
562,True
563,False
564,True
565,True
566,False
567,False
568,True
569,False
570,True
571,True
572,True
573,False
574,True
575,True
576,True
577,True
578,True
579,True
580,True
581,True
582,True
583,True
584,True
585,True
586,True
587,True
588,False
589,False
590,False
591,True
592,True
593,True
594,True
595,True
596,True
597,True
598,True
599,False
600,True
601,True
602,False
603,True
604,True
605,True
606,True
607,False
608,True
609,True
610,False
611,True
612,True
613,True
614,True
615,True
616,True
617,True
618,True
619,True
620,False
621,True
622,True
623,True
624,True
625,True
626,False
627,True
628,True
629,True
630,True
631,True
632,True
633,True
634,True
635,True
636,True
637,True
638,True
639,True
640,True
641,False
642,True
643,False
644,True
645,False
646,True
647,True
648,False
649,True
650,False
651,False
652,True
653,True
654,True
655,True
656,True
657,True
658,True
659,True
660,False
661,True
662,True
663,True
664,True
665,True
666,True
667,True
668,True
669,False
670,True
671,True
672,True
673,True
674,False
675,False
676,True
677,True
678,True
679,True
680,False
681,True
682,True
683,True
684,True
685,True
686,True
687,True
688,True
689,True
690,True
691,True
692,True
693,True
694,True
695,False
696,True
697,True
698,True
699,True
700,False
701,True
702,True
703,True
704,True
705,True
706,False
707,True
708,True
709,True
710,True
711,False
712,False
713,True
714,True
715,False
716,True
717,True
718,True
719,True
720,False
721,False
722,True
723,True
724,True
725,True
726,True
727,False
728,True
729,True
730,True
731,True
732,True
733,False
734,True
735,True
736,False
737,False
738,True
739,True
740,True
741,True
742,True
743,True
744,True
745,True
746,False
747,True
748,True
749,True
750,True
751,True
752,True
753,True
754,True
755,True
756,True
757,True
758,True
759,False
760,True
761,True
762,True
763,True
764,True
765,True
766,True
767,True
768,True
769,True
770,True
771,False
772,False
773,False
774,True
775,False
776,True
777,True
778,True
779,True
780,True
781,False
782,True
783,False
784,False
785,True
786,True
787,True
788,False
789,True
790,True
791,True
792,True
793,True
794,True
795,True
796,True
797,True
798,False
799,True
800,True
801,True
802,True
803,True
804,True
805,False
806,True
807,True
808,False
809,True
810,False
811,True
812,True
813,True
814,True
815,True
816,True
817,True
818,False
819,True
820,True
821,True
822,True
823,True
824,True
825,False
826,True
827,True
828,True
829,True
830,True
831,False
832,True
833,True
834,True
835,True
836,True
837,False
838,True
839,True
840,True
841,True
842,True
843,True
844,True
845,True
846,True
847,False
848,True
849,True
850,True
851,True
852,True
853,False
854,True
855,True
856,True
857,True
858,False
859,False
860,True
861,True
862,True
863,True
864,True
865,True
866,True
867,True
868,True
869,True
870,True
871,False
872,False
873,True
874,True
875,False
876,True
877,False
878,True
879,False
880,False
881,True
882,True
883,True
884,False
885,True
886,True
887,True
888,True
889,True
890,True
891,True
892,True
893,False
894,True
895,True
896,True
897,True
898,False
899,True
900,True
901,True
902,True
903,True
904,True
905,True
906,True
907,True
908,False
909,False
910,True
911,True
912,True
913,True
914,True
915,False
916,True
917,True
918,True
919,True
920,True
921,True
922,False
923,True
924,False
925,True
926,False
927,False
928,True
929,False
930,False
931,True
932,True
933,True
934,False
935,True
936,True
937,True
938,True
939,True
940,True
941,True
942,True
943,True
944,True
945,False
946,True
947,True
948,False
949,True
950,True
951,True
952,True
953,True
954,False
955,True
956,True
957,True
958,True
959,True
960,True
961,True
962,True
963,False
964,True
965,True
966,True
967,True
968,False
969,False
970,True
971,True
972,True
973,True
974,True
975,True
976,True
977,True
978,True
979,False
980,True
981,False
982,True
983,True
984,True
985,True
986,False
987,True
988,True
989,True
990,True
991,False
992,True
993,True
994,True
995,True
996,True
997,True
998,True
999,True
1000,False
1001,True
1002,True
1003,True
1004,True
1005,True
1006,True
1007,False
1008,True
1009,True
1010,True
1011,True
1012,True
1013,False
1014,True
1015,True
1016,True
1017,True
1018,True
1019,True
1020,True
1021,True
1022,False
1023,False
1024,True
1025,True
1026,True
1027,True
1028,True
1029,True
1030,True
1031,False
1032,True
1033,True
1034,True
1035,True
1036,True
1037,False
1038,True
1039,True
1040,True
1041,True
1042,False
1043,True
1044,True
1045,False
1046,False
1047,True
1048,True
1049,True
1050,True
1051,True
1052,True
1053,True
1054,True
1055,True
1056,False
1057,True
1058,True
1059,True
1060,True
1061,False
1062,False
1063,False
1064,True
1065,False
1066,True
1067,True
1068,True
1069,True
1070,True
1071,True
1072,True
1073,True
1074,True
1075,True
1076,True
1077,True
1078,True
1079,True
1080,True
1081,True
1082,True
1083,True
1084,True
1085,True
1086,True
1087,True
1088,True
1089,True
1090,True
1091,True
1092,True
1093,True
1094,True
1095,True
1096,True
1097,True
1098,True
1099,True
1100,True
1101,True
1102,True
1103,True
1104,False
1105,True
1106,True
1107,True
1108,True
1109,True
1110,True
1111,True
1112,True
1113,True
1114,True
1115,True
1116,True
1117,False
1118,True
1119,True
1120,True
1121,True
1122,True
1123,True
1124,True
1125,True
1126,True
1127,True
1128,True
1129,True
1130,False
1131,True
1132,False
1133,True
1134,True
1135,True
1136,True
1137,True
1138,True
1139,True
1140,True
1141,True
1142,False
1143,True
1144,True
1145,False
1146,True
1147,True
1148,True
1149,True
1150,True
1151,True
1152,False
1153,True
1154,True
1155,True
1156,True
1157,True
1158,True
1159,True
1160,True
1161,True
1162,True
1163,True
1164,True
1165,True
1166,False
1167,True
1168,True
1169,True
1170,True
1171,True
1172,True
1173,True
1174,True
1175,True
1176,True
1177,True
1178,False
1179,True
1180,False
1181,True
1182,True
1183,True
1184,True
1185,True
1186,True
1187,True
1188,False
1189,True
1190,True
1191,False
1192,True
1193,False
1194,True
1195,True
1196,False
1197,True
1198,True
1199,True
1200,True
1201,True
1202,True
1203,False
1204,True
1205,True
1206,False
1207,True
1208,False
1209,False
1210,False
1211,True
1212,True
1213,True
1214,True
1215,False
1216,True
1217,True
1218,True
1219,True
1220,True
1221,True
1222,True
1223,True
1224,True
1225,True
1226,True
1227,False
1228,True
1229,False
1230,False
1231,True
1232,True
1233,True
1234,True
1235,True
1236,True
1237,True
1238,True
1239,True
1240,True
1241,True
1242,True
1243,True
1244,True
1245,True
1246,True
1247,True
1248,True
1249,True
1250,True
1251,True
1252,False
1253,False
1254,True
1255,False
1256,True
1257,True
1258,True
1259,True
1260,True
1261,True
1262,True
1263,True
1264,True
1265,False
1266,True
1267,False
1268,True
1269,True
1270,False
1271,False
1272,True
1273,True
1274,True
1275,True
1276,True
1277,True
1278,True
1279,True
1280,False
1281,True
1282,True
1283,True
1284,False
1285,True
1286,True
1287,True
1288,True
1289,True
1290,True
1291,True
1292,True
1293,True
1294,True
1295,True
1296,False
1297,False
1298,True
1299,True
1300,False
1301,True
1302,True
1303,False
1304,True
1305,True
1306,False
1307,True
1308,True
1309,True
1310,True
1311,True
1312,True
1313,False
1314,False
1315,True
1316,True
1317,False
1318,True
1319,True
1320,True
1321,False
1322,True
1323,False
1324,True
1325,False
1326,False
1327,True
1328,True
1329,True
1330,True
1331,True
1332,True
1333,True
1334,True
1335,True
1336,True
1337,True
1338,False
1339,True
1340,True
1341,True
1342,False
1343,False
1344,True
1345,True
1346,True
1347,True
1348,True
1349,True
1350,True
1351,True
1352,True
1353,True
1354,True
1355,True
1356,True
1357,True
1358,False
1359,True
1360,False
1361,False
1362,True
1363,True
1364,True
1365,True
1366,False
1367,True
1368,True
1369,False
1370,True
1371,True
1372,False
1373,False
1374,True
1375,True
1376,False
1377,True
1378,True
1379,True
1380,True
1381,True
1382,True
1383,True
1384,True
1385,False
1386,True
1387,True
1388,True
1389,True
1390,True
1391,True
1392,True
1393,True
1394,True
1395,False
1396,True
1397,True
1398,True
1399,True
1400,True
1401,False
1402,True
1403,True
1404,True
1405,True
1406,True
1407,True
1408,False
1409,True
1410,True
1411,False
1412,True
1413,True
1414,True
1415,False
1416,False
1417,True
1418,True
1419,True
1420,False
1421,False
1422,False
1423,False
1424,True
1425,True
1426,True
1427,True
1428,True
1429,True
1430,True
1431,True
1432,True
1433,True
1434,False
1435,True
1436,False
1437,True
1438,True
1439,True
1440,True
1441,True
1442,True
1443,True
1444,True
1445,True
1446,True
1447,True
1448,False
1449,False
1450,True
1451,True
1452,True
1453,True
1454,False
1455,True
1456,True
1457,True
1458,True
1459,True
1460,True
1461,True
1462,False
1463,True
1464,False
1465,True
1466,True
1467,True
1468,True
1469,False
1470,False
1471,True
1472,False
1473,True
1474,True
1475,True
1476,True
1477,False
1478,True
1479,True
1480,True
1481,False
1482,True
1483,True
1484,True
1485,True
1486,True
1487,True
1488,True
1489,True
1490,True
1491,True
1492,True
1493,True
1494,False
1495,True
1496,False
1497,True
1498,True
1499,True
1500,True
1501,True
1502,True
1503,True
1504,True
1505,True
1506,True
1507,True
1508,True
1509,True
1510,True
1511,True
1512,True
1513,False
1514,True
1515,True
1516,True
1517,True
1518,True
1519,True
1520,True
1521,True
1522,True
1523,True
1524,True
1525,True
1526,True
1527,False
1528,True
1529,False
1530,False
1531,False
1532,False
1533,False
1534,True
1535,True
1536,True
1537,True
1538,False
1539,True
1540,True
1541,True
1542,True
1543,False
1544,False
1545,True
1546,True
1547,True
1548,True
1549,True
1550,False
1551,True
1552,True
1553,True
1554,False
1555,True
1556,True
1557,True
1558,True
1559,True
1560,True
1561,False
1562,False
1563,True
1564,False
1565,True
1566,True
1567,True
1568,True
1569,True
1570,True
1571,True
1572,True
1573,True
1574,True
1575,True
1576,True
1577,True
1578,True
1579,False
1580,True
1581,True
1582,True
1583,False
1584,True
1585,True
1586,True
1587,False
1588,True
1589,True
1590,True
1591,True
1592,True
1593,True
1594,True
1595,True
1596,True
1597,False
1598,True
1599,True
1600,True
1601,False
1602,True
1603,True
1604,True
1605,False
1606,True
1607,False
1608,True
1609,True
1610,False
1611,True
1612,True
1613,True
1614,False
1615,True
1616,True
1617,True
1618,False
1619,False
1620,True
1621,True
1622,False
1623,True
1624,True
1625,True
1626,False
1627,True
1628,True
1629,True
1630,True
1631,True
1632,True
1633,True
1634,True
1635,False
1636,True
1637,False
1638,False
1639,True
1640,False
1641,True
1642,True
1643,True
1644,False
1645,True
1646,True
1647,True
1648,False
1649,False
1650,True
1651,True
1652,True
1653,True
1654,True
1655,True
1656,True
1657,True
1658,True
1659,False
1660,True
1661,True
1662,True
1663,True
1664,True
1665,True
1666,True
1667,True
1668,True
1669,True
1670,True
1671,False
1672,True
1673,True
1674,True
1675,True
1676,True
1677,True
1678,False
1679,True
1680,True
1681,True
1682,False
1683,True
1684,True
1685,True
1686,True
1687,True
1688,True
1689,False
1690,True
1691,True
1692,True
1693,True
1694,False
1695,True
1696,True
1697,True
1698,True
1699,False
1700,False
1701,True
1702,False
1703,True
1704,True
1705,True
1706,False
1707,True
1708,False
1709,True
1710,True
1711,False
1712,True
1713,True
1714,True
1715,True
1716,True
1717,True
1718,True
1719,True
1720,True
1721,True
1722,False
1723,True
1724,True
1725,True
1726,True
1727,False
1728,True
1729,True
1730,False
1731,True
1732,True
1733,True
1734,True
1735,True
1736,True
1737,True
1738,True
1739,True
1740,True
1741,True
1742,True
1743,True
1744,True
1745,True
1746,True
1747,True
1748,True
1749,True
1750,True
1751,True
1752,True
1753,True
1754,True
1755,True
1756,True
1757,False
1758,True
1759,True
1760,False
1761,True
1762,True
1763,False
1764,True
1765,True
1766,False
1767,True
1768,False
1769,True
1770,True
1771,True
1772,True
1773,True
1774,True
1775,True
1776,True
1777,True
1778,True
1779,True
1780,True
1781,True
1782,True
1783,True
1784,True
1785,False
1786,True
1787,True
1788,True
1789,True
1790,True
1791,True
1792,True
1793,True
1794,False
1795,True
1796,True
1797,True
1798,True
1799,True
1800,True
1801,False
1802,True
1803,True
1804,True
1805,True
1806,True
1807,True
1808,True
1809,True
1810,False
1811,True
1812,True
1813,True
1814,False
1815,False
1816,True
1817,True
1818,False
1819,False
1820,True
1821,True
1822,True
1823,True
1824,True
1825,False
1826,True
1827,False
1828,True
1829,True
1830,True
1831,False
1832,True
1833,True
1834,True
1835,True
1836,False
1837,True
1838,True
1839,True
1840,True
1841,True
1842,True
1843,False
1844,True
1845,True
1846,True
1847,True
1848,True
1849,False
1850,True
1851,True
1852,True
1853,True
1854,False
1855,False
1856,False
1857,True
1858,True
1859,True
1860,True
1861,True
1862,False
1863,True
1864,True
1865,True
1866,False
1867,True
1868,True
1869,True
1870,True
1871,True
1872,True
1873,True
1874,True
1875,True
1876,True
1877,False
1878,True
1879,True
1880,True
1881,False
1882,True
1883,False
1884,False
1885,False
1886,True
1887,True
1888,False
1889,True
1890,True
1891,True
1892,True
1893,True
1894,True
1895,True
1896,True
1897,True
1898,True
1899,True
1900,True
1901,True
1902,True
1903,True
1904,False
1905,True
1906,True
1907,True
1908,True
1909,True
1910,True
1911,True
1912,True
1913,True
1914,True
1915,False
1916,True
1917,True
1918,True
1919,False
1920,False
1921,True
1922,True
1923,True
1924,False
1925,True
1926,True
1927,True
1928,True
1929,False
1930,True
1931,True
1932,True
1933,False
1934,True
1935,False
1936,True
1937,True
1938,False
1939,True
1940,True
1941,True
1942,True
1943,True
1944,True
1945,True
1946,True
1947,True
1948,True
1949,True
1950,False
1951,True
1952,False
1953,False
1954,False
1955,False
1956,True
1957,False
1958,True
1959,True
1960,True
1961,True
1962,True
1963,True
1964,False
1965,True
1966,True
1967,True
1968,True
1969,True
1970,True
1971,True
1972,True
1973,True
1974,True
1975,True
1976,True
1977,False
1978,False
1979,True
1980,True
1981,True
1982,True
1983,True
1984,True
1985,True
1986,True
1987,True
1988,True
1989,True
1990,True
1991,False
1992,True
1993,True
1994,True
1995,True
1996,True
1997,True
1998,True
1999,True
2000,True
2001,False
2002,True
2003,True
2004,True
2005,False
2006,False
2007,False
2008,True
2009,False
2010,True
2011,True
2012,True
2013,True
2014,True
2015,False
2016,True
2017,False
2018,False
2019,True
2020,True
2021,True
2022,False
2023,True
2024,True
2025,True
2026,True
2027,True
2028,True
2029,True
2030,False
2031,True
2032,True
2033,True
2034,False
2035,True
2036,True
2037,True
2038,True
2039,True
2040,True
2041,True
2042,False
2043,True
2044,True
2045,True
2046,False
2047,False
2048,True
2049,False
2050,True
2051,True
2052,True
2053,True
2054,True
2055,False
2056,True
2057,True
2058,True
2059,False
2060,True
2061,True
2062,True
2063,False
2064,True
2065,True
2066,True
2067,False
2068,True
2069,True
2070,False
2071,False
2072,False
2073,True
2074,True
2075,False
2076,True
2077,False
2078,True
2079,False
2080,True
2081,True
2082,True
2083,True
2084,True
2085,True
2086,True
2087,True
2088,False
2089,True
2090,True
2091,True
2092,False
2093,True
2094,True
2095,True
2096,False
2097,True
2098,True
2099,True
2100,True
2101,False
2102,True
2103,True
2104,True
2105,True
2106,False
2107,True
2108,True
2109,True
2110,True
2111,True
2112,True
2113,False
2114,True
2115,True
2116,True
2117,True
2118,True
2119,True
2120,True
2121,True
2122,True
2123,False
2124,True
2125,False
2126,True
2127,True
2128,True
2129,True
2130,True
2131,True
2132,True
2133,True
2134,True
2135,True
2136,True
2137,True
2138,True
2139,False
2140,True
2141,True
2142,True
2143,False
2144,True
2145,True
2146,True
2147,True
2148,False
2149,True
2150,True
2151,True
2152,False
2153,True
2154,True
2155,True
2156,True
2157,True
2158,False
2159,True
2160,True
2161,True
2162,True
2163,True
2164,False
2165,True
2166,True
2167,True
2168,True
2169,True
2170,True
2171,True
2172,False
2173,False
2174,True
2175,True
2176,True
2177,True
2178,True
2179,True
2180,True
2181,True
2182,True
2183,True
2184,True
2185,True
2186,True
2187,True
2188,True
2189,True
2190,True
2191,True
2192,True
2193,True
2194,True
2195,True
2196,True
2197,False
2198,True
2199,True
2200,False
2201,True
2202,True
2203,True
2204,True
2205,True
2206,True
2207,True
2208,True
2209,True
2210,True
2211,True
2212,True
2213,True
2214,False
2215,False
2216,True
2217,False
2218,True
2219,True
2220,True
2221,False
2222,False
2223,True
2224,True
2225,False
2226,True
2227,True
2228,True
2229,True
2230,True
2231,True
2232,True
2233,True
2234,True
2235,False
2236,True
2237,True
2238,True
2239,True
2240,True
2241,False
2242,True
2243,True
2244,True
2245,False
2246,True
2247,True
2248,True
2249,False
2250,True
2251,True
2252,True
2253,False
2254,True
2255,True
2256,True
2257,False
2258,False
2259,True
2260,True
2261,False
2262,True
2263,False
2264,True
2265,True
2266,True
2267,False
2268,True
2269,True
2270,True
2271,True
2272,True
2273,True
2274,True
2275,True
2276,True
2277,False
2278,True
2279,True
2280,True
2281,True
2282,True
2283,True
2284,True
2285,True
2286,False
2287,True
2288,True
2289,True
2290,True
2291,True
2292,True
2293,True
2294,True
2295,False
2296,True
2297,True
2298,False
2299,True
2300,True
2301,True
2302,True
2303,True
2304,True
2305,True
2306,True
2307,False
2308,True
2309,True
2310,True
2311,True
2312,False
2313,True
2314,True
2315,True
2316,False
2317,True
2318,True
2319,True
2320,True
2321,True
2322,False
2323,False
2324,True
2325,True
2326,True
2327,True
2328,True
2329,True
2330,True
2331,True
2332,True
2333,True
2334,True
2335,False
2336,True
2337,False
2338,True
2339,False
2340,True
2341,True
2342,True
2343,True
2344,True
2345,False
2346,True
2347,True
2348,True
2349,True
2350,True
2351,True
2352,True
2353,True
2354,False
2355,True
2356,True
2357,False
2358,True
2359,True
2360,True
2361,True
2362,True
2363,True
2364,True
2365,True
2366,False
2367,False
2368,False
2369,True
2370,True
2371,True
2372,True
2373,False
2374,True
2375,False
2376,False
2377,True
2378,False
2379,True
2380,True
2381,False
2382,True
2383,True
2384,True
2385,True
2386,True
2387,True
2388,True
2389,True
2390,True
2391,True
2392,True
2393,False
2394,True
2395,False
2396,True
2397,True
2398,True
2399,True
2400,True
2401,True
2402,True
2403,False
2404,True
2405,True
2406,True
2407,True
2408,True
2409,True
2410,True
2411,True
2412,False
2413,True
2414,True
2415,True
2416,True
2417,True
2418,True
2419,True
2420,True
2421,True
2422,True
2423,True
2424,False
2425,False
2426,True
2427,True
2428,True
2429,True
2430,True
2431,True
2432,True
2433,True
2434,True
2435,True
2436,True
2437,True
2438,True
2439,False
2440,False
2441,True
2442,True
2443,True
2444,True
2445,True
2446,True
2447,True
2448,True
2449,True
2450,True
2451,True
2452,True
2453,True
2454,True
2455,True
2456,True
2457,True
2458,True
2459,True
2460,False
2461,True
2462,True
2463,True
2464,True
2465,True
2466,True
2467,True
2468,False
2469,True
2470,False
2471,True
2472,False
2473,True
2474,False
2475,False
2476,True
2477,True
2478,True
2479,True
2480,False
2481,False
2482,True
2483,True
2484,True
2485,True
2486,True
2487,True
2488,True
2489,False
2490,True
2491,True
2492,True
2493,True
2494,True
2495,True
2496,True
2497,False
2498,True
2499,True
2500,True
2501,True
2502,False
2503,True
2504,True
2505,True
2506,True
2507,True
2508,True
2509,True
2510,False
2511,True
2512,True
2513,True
2514,True
2515,True
2516,True
2517,False
2518,True
2519,True
2520,True
2521,True
2522,True
2523,True
2524,True
2525,True
2526,True
2527,True
2528,True
2529,True
2530,False
2531,True
2532,False
2533,True
2534,False
2535,True
2536,True
2537,True
2538,True
2539,False
2540,True
2541,True
2542,True
2543,True
2544,True
2545,False
2546,True
2547,True
2548,True
2549,False
2550,True
2551,True
2552,True
2553,True
2554,True
2555,False
2556,True
2557,False
2558,False
2559,True
2560,False
2561,True
2562,False
2563,True
2564,True
2565,False
2566,True
2567,True
2568,False
2569,True
2570,True
2571,False
2572,True
2573,True
2574,True
2575,True
2576,True
2577,True
2578,True
2579,True
2580,False
2581,True
2582,True
2583,False
2584,True
2585,True
2586,True
2587,True
2588,True
2589,True
2590,True
2591,True
2592,True
2593,True
2594,True
2595,False
2596,True
2597,True
2598,True
2599,False
2600,True
2601,True
2602,True
2603,True
2604,True
2605,True
2606,True
2607,True
2608,False
2609,True
2610,True
2611,True
2612,True
2613,True
2614,True
2615,False
2616,True
2617,True
2618,False
2619,True
2620,True
2621,True
2622,False
2623,False
2624,True
2625,False
2626,True
2627,True
2628,False
2629,False
2630,False
2631,True
2632,False
2633,True
2634,True
2635,False
2636,True
2637,True
2638,True
2639,False
2640,True
2641,True
2642,False
2643,True
2644,True
2645,True
2646,True
2647,True
2648,True
2649,False
2650,True
2651,True
2652,False
2653,True
2654,True
2655,True
2656,True
2657,False
2658,True
2659,False
2660,True
2661,True
2662,True
2663,True
2664,True
2665,False
2666,True
2667,True
2668,True
2669,True
2670,True
2671,True
2672,True
2673,True
2674,True
2675,False
2676,True
2677,True
2678,True
2679,False
2680,True
2681,True
2682,True
2683,False
2684,False
2685,True
2686,True
2687,False
2688,True
2689,True
2690,True
2691,True
2692,True
2693,True
2694,False
2695,True
2696,False
2697,True
2698,True
2699,True
2700,True
2701,True
2702,True
2703,True
2704,True
2705,True
2706,True
2707,False
2708,True
2709,True
2710,True
2711,True
2712,True
2713,True
2714,True
2715,False
2716,False
2717,True
2718,True
2719,True
2720,True
2721,True
2722,True
2723,True
2724,True
2725,True
2726,True
2727,True
2728,False
2729,False
2730,False
2731,False
2732,False
2733,False
2734,True
2735,True
2736,True
2737,False
2738,True
2739,False
2740,True
2741,True
2742,True
2743,True
2744,False
2745,True
2746,True
2747,True
2748,True
2749,False
2750,True
2751,True
2752,True
2753,True
2754,True
2755,True
2756,True
2757,True
2758,True
2759,False
2760,True
2761,True
2762,True
2763,True
2764,True
2765,True
2766,True
2767,True
2768,True
2769,True
2770,True
2771,True
2772,False
2773,True
2774,True
2775,True
2776,True
2777,True
2778,True
2779,True
2780,True
2781,False
2782,True
2783,True
2784,True
2785,True
2786,True
2787,False
2788,False
2789,False
2790,True
2791,True
2792,True
2793,True
2794,False
2795,True
2796,True
2797,False
2798,True
2799,True
2800,True
2801,True
2802,True
2803,True
2804,False
2805,True
2806,False
2807,True
2808,False
2809,True
2810,False
2811,True
2812,True
2813,False
2814,False
2815,True
2816,True
2817,True
2818,False
2819,False
2820,True
2821,True
2822,False
2823,False
2824,False
2825,True
2826,True
2827,True
2828,False
2829,False
2830,True
2831,True
2832,True
2833,False
2834,True
2835,True
2836,True
2837,True
2838,True
2839,False
2840,True
2841,False
2842,True
2843,False
2844,True
2845,True
2846,True
2847,True
2848,True
2849,True
2850,False
2851,True
2852,True
2853,False
2854,True
2855,False
2856,False
2857,True
2858,True
2859,False
2860,True
2861,True
2862,True
2863,True
2864,True
2865,True
2866,True
2867,False
2868,True
2869,True
2870,False
2871,True
2872,True
2873,True
2874,True
2875,True
2876,False
2877,True
2878,False
2879,True
2880,False
2881,True
2882,True
2883,True
2884,True
2885,True
2886,True
2887,True
2888,True
2889,True
2890,True
2891,True
2892,True
2893,True
2894,True
2895,True
2896,True
2897,False
2898,True
2899,True
2900,False
2901,True
2902,False
2903,True
2904,False
2905,True
2906,False
2907,False
2908,True
2909,True
2910,True
2911,True
2912,True
2913,True
2914,True
2915,True
2916,True
2917,True
2918,True
2919,True
2920,True
2921,True
2922,True
2923,True
2924,False
2925,True
2926,False
2927,False
2928,False
2929,True
2930,True
2931,False
2932,True
2933,False
2934,True
2935,False
2936,True
2937,True
2938,False
2939,True
2940,True
2941,True
2942,True
2943,True
2944,True
2945,True
2946,True
2947,True
2948,True
2949,True
2950,False
2951,True
2952,True
2953,False
2954,True
2955,True
2956,True
2957,False
2958,True
2959,True
2960,True
2961,True
2962,False
2963,True
2964,True
2965,False
2966,True
2967,True
2968,True
2969,True
2970,True
2971,False
2972,True
2973,True
2974,True
2975,True
2976,True
2977,True
2978,True
2979,True
2980,True
2981,True
2982,True
2983,True
2984,False
2985,True
2986,True
2987,False
2988,True
2989,True
2990,True
2991,True
2992,False
2993,True
2994,False
2995,False
2996,True
2997,True
